ID,Resolution,Center,WSI,Node,Class,Image_path
2476,4x,center_0,patient_018,patient_018_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_018/node-4/patch_49.jpg
2477,4x,center_0,patient_018,patient_018_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_018/node-4/patch_60.jpg
2480,4x,center_0,patient_004,patient_004_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_004/node-4/patch_82.jpg
2481,4x,center_0,patient_004,patient_004_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_004/node-4/patch_1.jpg
2482,4x,center_0,patient_004,patient_004_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_004/node-4/patch_75.jpg
2483,4x,center_0,patient_004,patient_004_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_004/node-4/patch_83.jpg
2484,4x,center_0,patient_006,patient_006_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_006/node-2/patch_67.jpg
2500,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_38.jpg
2501,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_15.jpg
2502,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_26.jpg
2503,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_36.jpg
2504,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_17.jpg
2505,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_16.jpg
2506,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_18.jpg
2507,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_27.jpg
2508,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_39.jpg
2509,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_50.jpg
2510,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_59.jpg
2511,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_37.jpg
2512,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_48.jpg
2513,4x,center_4,patient_088,patient_088_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_4/patient_088/node-4/patch_40.jpg
68,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_62.jpg
69,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_31.jpg
70,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_61.jpg
71,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_73.jpg
72,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_54.jpg
73,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_49.jpg
74,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_21.jpg
75,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_60.jpg
76,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_29.jpg
77,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_63.jpg
78,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_42.jpg
79,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_65.jpg
80,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_72.jpg
81,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_20.jpg
82,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_30.jpg
83,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_39.jpg
84,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_50.jpg
85,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_10.jpg
86,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_71.jpg
87,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_43.jpg
88,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_41.jpg
89,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_53.jpg
90,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_52.jpg
91,4x,center_0,patient_013,patient_013_node-3,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_013/node-3/patch_64.jpg
