ID,Resolution,Center,WSI,Node,Class,Image_path
2479,4x,center_0,patient_017,patient_017_node-1,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_0/patient_017/node-1/patch_27.jpg
2485,4x,center_3,patient_060,patient_060_node-3,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_3/patient_060/node-3/patch_1.jpg
2486,4x,center_3,patient_060,patient_060_node-3,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_3/patient_060/node-3/patch_11.jpg
2487,4x,center_3,patient_060,patient_060_node-3,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-4X/center_3/patient_060/node-3/patch_0.jpg
22,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_38.jpg
23,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_62.jpg
24,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_70.jpg
25,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_82.jpg
26,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_15.jpg
27,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_26.jpg
28,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_61.jpg
29,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_58.jpg
30,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_91.jpg
31,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_92.jpg
32,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_28.jpg
33,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_77.jpg
34,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_105.jpg
35,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_46.jpg
36,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_17.jpg
37,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_49.jpg
38,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_25.jpg
39,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_56.jpg
40,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_45.jpg
41,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_16.jpg
42,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_94.jpg
43,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_29.jpg
44,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_63.jpg
45,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_106.jpg
46,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_27.jpg
47,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_65.jpg
48,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_14.jpg
49,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_88.jpg
50,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_75.jpg
51,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_57.jpg
52,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_39.jpg
53,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_83.jpg
54,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_50.jpg
55,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_37.jpg
56,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_71.jpg
57,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_90.jpg
58,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_41.jpg
59,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_53.jpg
60,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_76.jpg
61,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_52.jpg
62,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_69.jpg
63,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_64.jpg
64,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_51.jpg
65,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_89.jpg
66,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_40.jpg
67,4x,center_0,patient_016,patient_016_node-0,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_016/node-0/patch_93.jpg
171,4x,center_0,patient_017,patient_017_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_017/node-2/patch_38.jpg
172,4x,center_0,patient_017,patient_017_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-4X/center_0/patient_017/node-2/patch_62.jpg
