ID,Center,Resolution,WSI,Node,Class,Image_path
187,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_23.jpg
200,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_24.jpg
186,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_13.jpg
203,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_32.jpg
184,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_42.jpg
197,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_22.jpg
172,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_11.jpg
179,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_45.jpg
164,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_6.jpg
185,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_27.jpg
168,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_28.jpg
163,nandafuyi,4x,6-1332190-4X,6-1332190-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/6-1332190-4X/patch_7.jpg
235,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_23.jpg
247,nandafuyi,4x,3-1381540-1-4X,3-1381540-1-4X,bf_normal,jingxia_patches_use/nandafuyi/bf-negative/4x/3-1381540-1-4X/patch_24.jpg
