ID,Resolution,Center,WSI,Node,Class,Image_path
1267,10x,center_0,patient_004,patient_004_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_0/patient_004/node-4/patch_65.jpg
1273,10x,center_3,patient_072,patient_072_node-0,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_3/patient_072/node-0/patch_56.jpg
1274,10x,center_3,patient_072,patient_072_node-0,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_3/patient_072/node-0/patch_68.jpg
1275,10x,center_3,patient_072,patient_072_node-0,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_3/patient_072/node-0/patch_67.jpg
1276,10x,center_1,patient_029,patient_029_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_1/patient_029/node-2/patch_38.jpg
1277,10x,center_1,patient_029,patient_029_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_1/patient_029/node-2/patch_28.jpg
1278,10x,center_1,patient_029,patient_029_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_1/patient_029/node-2/patch_27.jpg
1279,10x,center_1,patient_029,patient_029_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_1/patient_029/node-2/patch_39.jpg
1280,10x,center_1,patient_029,patient_029_node-2,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_1/patient_029/node-2/patch_50.jpg
1293,10x,center_4,patient_086,patient_086_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_4/patient_086/node-4/patch_73.jpg
1294,10x,center_4,patient_086,patient_086_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_4/patient_086/node-4/patch_86.jpg
1295,10x,center_4,patient_086,patient_086_node-4,ffpe_itc,breast_patch/camelyon17_patch_use/training_itc-10X/center_4/patient_086/node-4/patch_74.jpg
11439,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_38.jpg
11440,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_70.jpg
11441,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_46.jpg
11442,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_36.jpg
11443,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_49.jpg
11444,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_27.jpg
11445,10x,center_0,patient_014,patient_014_node-2,ffpe_macro,breast_patch/camelyon17_patch_use/training_macro-10X/center_0/patient_014/node-2/patch_39.jpg
